STATE,DISTRICT,ASSESSMENT_UNIT,Rainfall_mm,Recharge_Worthy_Area_Command_ha,Recharge_Worthy_Area_Total_ha,Hilly_Area_ha,Total_Geographical_Area_ha,Annual_Ground_Water_Recharge_ham,Environmental_Flows_ham,Annual_Extractable_Ground_Water_Resource_ham,Extraction_Domestic_ham,Extraction_Industrial_ham,Extraction_Irrigation_ham,Total_Ground_Water_Extraction_ham,Stage_of_Ground_Water_Extraction_pct,Allocation_Domestic_2025_ham,Net_GW_Availability_Future_Use_ham,Major_Quality_Parameters,Other_Quality_Parameters
Karnataka,Dharwad,District Summary,770.68,70964.0,416328.0,9157.0,425485.0,32730.54,3273.06,29457.48,1902.46,107.6,14513.64,16523.69,56.08,2061.64,12774.62,,
Karnataka,Gadag,District Summary,710.9,177170.0,435987.0,29528.0,465515.0,34347.46,3133.44,31214.02,679.21,29.46,23714.37,24423.06,78.37,848.82,8655.83,,
Karnataka,Hassan,District Summary,932.68,117342.0,596297.0,85569.0,681866.0,86230.05,8373.36,77856.69,1169.3,39.7,48274.58,49483.59,63.59,1249.85,32976.7,,
Karnataka,Haveri,District Summary,823.72,187241.0,473754.0,8010.0,481764.0,60278.33,6027.84,54250.49,2004.58,73.02,34511.54,36589.12,67.6,2569.46,19219.75,,
Karnataka,Kalburgi,District Summary,837.58,351812.0,1096267.0,1262.0,1097529.0,73389.4,7320.25,66069.15,7309.25,47.7,22316.49,29673.45,44.88,8511.06,35757.08,,
Karnataka,Kodagu,District Summary,2215.34,5287.0,202583.0,208756.0,411339.0,23910.48,2266.28,21644.2,933.16,97.42,6656.38,7686.98,35.52,1009.75,13880.62,,
Karnataka,Kolara,District Summary,822.03,0.0,382763.0,16230.0,398993.0,38955.74,3895.58,35060.16,4166.57,199.9,61949.47,66315.95,188.89,4633.92,0.0,,
Karnataka,Koppal,District Summary,627.34,230119.0,539866.0,17738.0,557604.0,65716.61,6465.48,59251.12,2812.76,227.77,33909.42,36949.95,62.38,3218.66,26332.3,,
Karnataka,Mandya,District Summary,733.24,322094.0,481743.0,13828.0,495571.0,70855.95,6798.53,64057.4,3961.93,82.24,37483.63,41527.84,64.84,4126.83,25694.78,,
Karnataka,Mysuru,District Summary,811.5,220978.0,611645.0,19411.0,631056.0,71019.31,7031.26,63988.05,3666.82,92.69,27716.06,31475.57,49.26,4128.03,32173.21,,
Karnataka,Raichur,District Summary,566.44,443588.0,838667.0,8325.0,846992.0,82862.81,7945.87,74916.94,3337.34,178.02,30644.28,34159.65,45.68,4161.06,41713.29,,
Karnataka,Shivamogga,District Summary,1916.45,80956.0,674731.0,172586.0,847317.0,109299.3,10578.79,98720.51,2705.52,269.44,38242.13,41217.08,41.76,2866.84,59509.74,,
Karnataka,Tumakuru,District Summary,745.35,202147.0,991597.0,68728.0,1060325.0,84873.95,8487.4,76386.55,5826.87,159.95,63635.36,69622.16,91.15,6437.28,15229.96,,
Karnataka,Udupi,District Summary,4419.64,0.0,286998.0,70074.0,357072.0,53322.16,5332.22,47989.94,2117.53,59.3,13950.72,16127.54,33.62,2227.82,31752.1,,
Karnataka,Uttara Kannada,District Summary,2600.68,0.0,658548.0,371143.0,1029691.0,92120.2,8909.65,83210.55,3157.12,26.55,22911.01,26094.68,31.37,3310.38,56962.61,,
Karnataka,Vijayanagara,District Summary,655.47,57639.0,539753.0,27012.0,566765.0,41719.8,3793.38,37926.43,1582.65,32.16,30351.0,31965.8,84.47,1768.68,8213.14,,
Karnataka,Vijayapura,District Summary,612.68,968711.94,1048841.16,1462.87,1050304.04,101922.9,9984.12,91938.77,5102.62,44.26,35792.37,40939.24,44.52,5628.06,52034.82,,
Karnataka,Yadgir,District Summary,837.18,349278.0,515282.0,12217.0,527499.0,59843.68,5829.56,54014.12,3103.47,1169.97,16140.15,20413.58,37.79,3609.48,33981.96,,
Kerala,Alappuzha,District Summary,2688.5,0.0,141403.0,0.0,141403.0,38812.04,3137.04,35675.0,9771.22,262.07,3737.24,13770.54,38.6,9918.49,21757.18,,
Kerala,Ernakulam,District Summary,3146.2,0.0,226947.5,67499.5,294447.0,49147.44,4817.7,44329.74,12348.09,241.28,7933.27,20522.63,46.06,14535.88,21619.34,,
Kerala,Idukki,District Summary,3264.24,0.0,108891.0,326914.0,435805.0,22027.86,2202.78,19825.08,4052.82,13.27,6066.22,10132.31,51.17,4086.62,9658.96,,
Kerala,Kannur,District Summary,3278.5,0.0,232396.0,64400.0,296796.0,43814.2,4381.43,39432.77,10446.76,48.36,8280.89,18776.0,47.55,11866.74,19301.88,,
Kerala,Kasargod,District Summary,3453.0,0.0,164830.0,31300.0,196130.0,34968.06,3496.81,31471.25,6452.78,13.65,15937.92,22404.34,71.18,8517.96,7419.72,,
Kerala,Kollam,District Summary,2361.0,0.0,211200.0,37900.0,249100.0,36640.68,3567.96,33072.73,11185.09,26.1,4919.16,16130.36,48.74,11555.75,16571.71,,
Kerala,Kottayam,District Summary,2937.81,0.0,197088.0,25000.0,222088.0,41918.34,3922.04,37996.3,8190.19,15.76,4897.69,13103.62,34.5,8415.39,24667.46,,
Kerala,Kozhikkode,District Summary,3365.42,0.0,166180.0,68050.0,234230.0,34046.17,3358.5,30687.66,13902.9,6.64,4533.5,18443.04,60.06,17341.6,9449.73,,
Kerala,Malappuram,District Summary,2744.88,0.0,254181.0,100800.0,354981.0,50168.5,4884.06,45284.45,22122.44,6.4,9841.11,31969.96,70.46,35487.3,10777.06,,
Kerala,Palakkad,District Summary,2182.7,0.0,298228.0,149394.0,447622.0,62920.03,5885.86,57034.18,14186.54,612.64,18014.34,32813.53,57.5,17850.6,21579.35,,
Kerala,Pathanamthitta,District Summary,2776.4,0.0,129665.0,133010.0,262675.0,26085.86,2505.46,23580.4,3688.53,6.34,3776.15,7471.02,31.68,3851.76,15946.13,,
Kerala,Thiruvananthapuram,District Summary,1813.82,0.0,194297.0,24500.0,218797.0,28460.93,2508.06,25952.87,11830.78,7.98,4892.46,16731.23,64.42,12487.57,8564.85,,
Kerala,Thrissur,District Summary,2986.03,0.0,236685.0,65700.0,302385.0,63395.13,5964.5,57430.64,12919.72,45.56,20508.39,33473.65,58.28,14520.07,22356.64,,
Kerala,Wayanad,District Summary,3060.4,0.0,142762.0,70300.0,213062.0,23795.93,2379.6,21416.33,3919.83,1.3,1503.38,5424.51,25.34,4400.23,15511.42,,
Ladakh,Kargil,District Summary,89.3,0.0,24900.0,668100.0,693000.0,1560.85,156.07,1404.78,454.57,17.9,7.24,479.72,34.15,454.57,925.06,,
Ladakh,Leh,District Summary,62.4,0.0,71400.0,2799200.0,2870600.0,5181.04,518.12,4662.92,1281.61,49.86,65.67,1397.16,29.96,1281.61,3265.76,,
Lakshdweep,Amini,District Summary,1805.54,0.0,571.0,0.0,571.0,247.78,120.28,127.5,67.88,0.0,0.0,67.87,53.23,73.64,53.86,,
Lakshdweep,Androth,District Summary,1805.54,0.0,712.0,0.0,712.0,311.88,149.97,161.91,86.18,0.0,0.0,86.18,53.22,93.7,68.2,,
Lakshdweep,Kavaratti,District Summary,1805.54,0.0,634.0,0.0,634.0,269.72,133.55,136.17,101.23,0.0,0.0,101.23,74.34,110.07,26.1,,
Lakshdweep,Kiltan,District Summary,1805.54,0.0,267.0,0.0,267.0,114.46,56.24,58.22,30.82,0.0,0.0,30.82,52.94,33.18,25.04,,
Lakshdweep,Minicoy,District Summary,1886.77,0.0,437.0,0.0,437.0,189.08,96.2,92.88,57.23,0.0,0.0,57.22,61.86,62.24,30.66,,
Madhya Pradesh,Agar Malwa,District Summary,998.95,11375.0,251576.0,20617.0,272193.0,43467.89,2173.4,41294.49,1703.14,5.24,36037.97,37746.36,91.41,1895.9,6086.46,,
Madhya Pradesh,Alirajpur,District Summary,876.85,0.0,305400.0,26400.0,331800.0,23628.41,1181.41,22447.0,1956.34,0.0,7399.84,9356.15,41.68,2281.98,12765.21,,
Madhya Pradesh,Anuppur,District Summary,1259.45,0.0,294200.0,78200.0,372400.0,28692.66,1434.64,27258.02,1587.58,3929.08,1662.78,7179.46,26.38,1665.54,20000.61,,
Madhya Pradesh,Ashoknagar,District Summary,924.16,20650.0,462244.0,5150.0,467394.0,40048.42,2002.44,38045.98,1862.97,1.41,21933.56,23797.94,62.55,2105.81,14005.22,,
Madhya Pradesh,Balaghat,District Summary,1471.6,101503.0,891793.0,31107.0,922900.0,76152.27,4436.91,71715.37,3918.72,431.48,12526.58,16876.81,23.54,4250.7,54506.58,,
Madhya Pradesh,Barwani,District Summary,728.75,68712.0,366831.0,175369.0,542200.0,56222.82,3097.1,53125.72,3843.66,37.99,33523.96,37405.63,70.41,4816.85,19389.74,,
Madhya Pradesh,Betul,District Summary,1081.3,26248.0,856450.0,147850.0,1004300.0,104978.53,5314.36,99664.17,3795.64,168.93,45568.6,49533.17,49.7,4240.5,49686.12,,
Madhya Pradesh,Bhind,District Summary,951.0,179891.0,445900.0,0.0,445900.0,96376.98,5596.64,90780.34,3636.54,248.88,25933.46,29818.88,32.84,4094.88,60503.1,,
Madhya Pradesh,Bhopal,District Summary,1068.65,0.0,264800.0,12437.0,277237.0,39082.53,1954.13,37128.4,5258.14,850.93,23788.08,29897.14,80.54,6373.48,6820.6,,
Madhya Pradesh,Burhanpur,District Summary,883.8,11289.0,257050.0,66250.0,323300.0,36778.37,1838.92,34939.45,1772.99,71.04,22739.79,24583.82,70.39,2079.16,10049.46,,
Madhya Pradesh,Chhatarpur,District Summary,1095.1,116640.0,790434.0,78302.0,868736.0,88495.64,4428.46,84067.18,3181.46,90.49,50793.32,54065.28,64.31,3695.06,29488.28,,
Madhya Pradesh,Chhindwara,District Summary,1221.6,9845.5,806527.5,285972.5,1092500.0,98147.16,5870.92,92276.23,5047.7,569.26,50846.74,56463.71,61.11,5647.73,35326.89,,
Madhya Pradesh,Damoh,District Summary,1172.65,57667.0,474619.0,255981.0,730600.0,39919.6,1995.98,37923.62,2382.24,303.44,19507.86,22193.59,58.52,2990.85,15121.44,,
Madhya Pradesh,Datia,District Summary,963.8,132097.0,266200.0,2900.0,269100.0,49799.1,2772.13,47026.97,1810.66,33.36,14552.23,16396.25,34.86,2111.07,30330.3,,
Madhya Pradesh,Dewas,District Summary,1069.0,18544.0,577082.0,125002.0,702084.0,87934.56,4408.95,83525.61,4398.73,98.91,62006.78,66504.43,79.62,5052.59,18423.32,,
Madhya Pradesh,Dhar,District Summary,902.3,149070.0,812640.0,2660.0,815300.0,137964.24,6898.22,131066.02,6234.38,635.01,79989.42,86858.78,66.27,7613.28,54805.34,,
Madhya Pradesh,Dindori,District Summary,1376.7,0.0,456000.0,116500.0,572500.0,32494.6,1624.72,30869.87,1895.44,0.18,2445.54,4341.15,14.07,2219.44,26204.71,,
Madhya Pradesh,Guna,District Summary,1082.0,37209.0,617514.0,21486.0,639000.0,90359.12,4517.97,85841.14,2595.18,259.91,53474.66,56329.73,65.61,3025.0,29081.6,,
Madhya Pradesh,Gwalior,District Summary,879.0,131133.0,428300.0,28100.0,456400.0,81925.68,4096.28,77829.39,5639.95,293.42,19950.6,25884.0,33.26,6858.8,51495.97,,
Madhya Pradesh,Harda,District Summary,1374.5,79150.0,270090.0,62910.0,333000.0,47597.07,2379.85,45217.23,1274.34,16.17,15344.92,16635.43,36.79,1478.17,28377.96,,
Madhya Pradesh,Hoshangabad,District Summary,1437.7,253623.0,558352.0,112048.0,670400.0,186695.67,9335.56,177360.1,2292.89,18.64,43623.24,45934.74,25.9,2467.6,131250.65,,
Madhya Pradesh,Indore,District Summary,932.8,5376.0,381897.0,7903.0,389800.0,57900.04,2894.99,55005.06,8137.26,1572.62,55411.74,65121.63,118.4,10740.6,2419.72,,
Madhya Pradesh,Jabalpur,District Summary,1227.3,80876.0,443868.0,78225.0,522093.0,64447.37,3222.38,61225.0,5905.46,329.47,27096.14,33331.06,54.44,7391.9,27362.38,,
Madhya Pradesh,Jhabua,District Summary,892.5,17018.0,311253.0,34747.0,346000.0,28642.18,1432.1,27210.07,2902.52,6.4,8800.75,11709.66,43.0,3700.6,14702.32,,
Madhya Pradesh,Katni,District Summary,1171.4,33404.0,466648.0,22752.0,489400.0,42091.48,2104.58,39986.89,2857.97,1017.49,14997.59,18873.06,47.2,3349.4,20622.39,,
Madhya Pradesh,Khandwa,District Summary,950.97,92560.0,581446.0,171004.0,752450.0,122553.45,8926.36,113627.1,3134.03,50.96,42018.11,45203.1,39.78,3669.07,67968.58,,
Madhya Pradesh,Khargone,District Summary,950.3,161918.0,656897.0,146103.0,803000.0,100801.5,5385.68,95415.8,4630.37,78.26,37971.12,42679.7,44.73,5449.23,51917.24,,
Madhya Pradesh,Maihar,District Summary,1075.5,2000.0,209985.0,27872.0,237857.0,22672.25,1496.71,21175.54,1896.57,1094.1,11878.56,14869.25,70.22,2367.21,5835.65,,
Madhya Pradesh,Mandla,District Summary,1445.1,31070.0,573990.0,180410.0,754400.0,46439.18,2321.96,44117.22,2594.06,9.47,7519.22,10122.76,22.98,2951.64,33636.89,,
Madhya Pradesh,Mandsaur,District Summary,880.9,74088.0,495640.0,57366.0,553006.0,70360.3,3518.02,66842.28,3521.36,58.57,63832.48,67412.42,100.87,3881.78,7366.06,,
Madhya Pradesh,Mauganj,District Summary,1143.1,0.0,170990.0,15600.0,186590.0,14237.16,711.87,13525.29,1571.01,15.3,5614.66,7200.98,53.24,2085.08,5810.23,,
Madhya Pradesh,Morena,District Summary,753.0,224789.0,438489.0,58400.0,496889.0,74614.67,3730.74,70883.93,6030.85,885.9,23184.0,30100.76,42.48,7129.04,39684.98,,
Madhya Pradesh,Narsinghpur,District Summary,1243.1,52769.0,479100.0,34200.0,513300.0,126846.67,6342.33,120504.34,2389.79,199.66,76955.68,79545.14,66.01,2635.89,40713.1,,
Madhya Pradesh,Neemuch,District Summary,852.53,17976.0,375744.0,44300.0,420044.0,39348.18,1967.42,37380.76,1800.04,90.66,36051.43,37942.12,101.5,1980.04,2592.52,,
Madhya Pradesh,Niwari,District Summary,1024.35,12830.0,152562.0,3900.0,156462.0,20305.16,1015.27,19289.9,1177.12,5.79,11777.93,12960.83,67.19,1675.5,5830.7,,
Madhya Pradesh,Pandhurna,District Summary,1221.6,6931.0,156499.0,21501.0,178000.0,20002.95,1000.14,19002.81,910.05,40.73,12982.42,13933.19,73.32,994.04,4985.62,,
Madhya Pradesh,Panna,District Summary,1176.3,32712.0,662475.0,51025.0,713500.0,54014.74,2848.92,51165.82,2534.73,294.18,16241.6,19070.52,37.28,2904.74,31725.29,,
Madhya Pradesh,Raisen,District Summary,1196.1,58600.0,660940.0,185700.0,846640.0,97263.62,5483.54,91780.08,3513.16,612.59,43685.46,47811.19,52.1,4242.3,43239.72,,
Madhya Pradesh,Rajgarh,District Summary,999.6,0.0,615498.0,0.0,615498.0,94493.22,4724.66,89768.56,4244.54,2.27,75410.77,79657.57,88.74,5219.52,10661.19,,
Madhya Pradesh,Ratlam,District Summary,953.5,8614.0,461600.0,24500.0,486100.0,83957.4,4450.9,79506.5,4668.06,41.59,101519.98,106229.62,133.62,8933.78,2412.19,,
Madhya Pradesh,Rewa,District Summary,1143.1,85364.0,508265.0,29800.0,538065.0,47818.45,2390.93,45427.52,5044.22,178.08,20074.86,25297.16,55.85,5751.22,19423.35,,
Madhya Pradesh,Sagar,District Summary,1169.55,40053.0,925418.0,99782.0,1025200.0,109215.06,5829.91,103385.16,3888.93,153.3,57464.37,61506.6,59.5,4556.48,41211.01,,
Madhya Pradesh,Satna,District Summary,1075.5,46108.0,567113.5,65974.0,633087.5,67483.68,3374.19,64109.5,3929.79,1091.54,35803.4,40824.74,63.58,4306.7,25262.48,,
Madhya Pradesh,Sehore,District Summary,1217.7,95559.0,463972.0,193828.0,657800.0,71029.02,3551.44,67477.57,2590.59,138.25,40023.07,42751.92,63.36,3031.7,24356.4,,
Madhya Pradesh,Seoni,District Summary,1323.6,71956.0,805020.0,70780.0,875800.0,70881.32,3544.08,67337.25,3403.12,12.37,26412.21,29827.68,44.31,3881.94,37030.75,,
Madhya Pradesh,Shahdol,District Summary,1152.87,5047.0,497800.0,86300.0,584100.0,49972.18,2498.62,47473.56,2357.04,1676.23,3523.97,7557.24,15.94,2538.71,39734.66,,
Madhya Pradesh,Shajapur,District Summary,998.95,0.0,340617.0,6708.0,347325.0,56579.0,2828.94,53750.06,2223.73,55.11,54026.72,56305.55,104.76,2472.76,2354.81,,
Madhya Pradesh,Sheopur,District Summary,799.2,71150.0,533480.0,127120.0,660600.0,55871.96,4403.94,51468.02,1867.08,44.79,17744.41,19656.28,38.19,2221.08,31457.73,,
Madhya Pradesh,Shivpuri,District Summary,994.9,69421.0,977049.0,50751.0,1027800.0,90252.48,6373.71,83878.76,4794.04,42.99,51027.18,55864.23,66.6,5686.91,27121.67,,
Madhya Pradesh,Sidhi,District Summary,1142.93,48890.0,360405.0,124995.0,485400.0,31099.64,1554.98,29544.67,2988.88,88.26,7997.25,11074.4,37.5,3265.92,18193.22,,
Madhya Pradesh,Singrauli,District Summary,1068.1,6602.0,451260.0,115940.0,567200.0,36764.98,1838.24,34926.74,2741.57,2222.25,9707.11,14670.94,42.02,3294.66,19702.71,,
Madhya Pradesh,Tikamgarh,District Summary,1024.35,26862.0,335538.0,12800.0,348338.0,40614.2,2030.71,38583.49,3208.28,0.0,27391.7,30600.0,79.32,4838.35,6910.74,,
Madhya Pradesh,Ujjain,District Summary,967.8,0.0,593933.0,19090.0,613023.0,99254.56,4962.74,94291.82,3974.52,59.59,96983.99,101018.1,107.13,4462.93,9634.81,,
Madhya Pradesh,Umaria,District Summary,1222.6,0.0,421900.0,32000.0,453900.0,36882.68,1844.14,35038.55,1616.55,528.72,4743.46,6888.72,19.67,1854.96,27911.43,,
Madhya Pradesh,Vidisha,District Summary,1111.45,76287.0,670770.0,66330.0,737100.0,95264.24,4992.43,90271.82,4064.0,16.21,53909.55,57989.77,64.24,4745.35,31636.69,,
Maharashtra,Ahilyanagar,District Summary,573.23,366203.14,1562475.0,0.0,1562475.0,162721.78,8202.3,154519.48,6218.26,0.0,113462.38,119680.64,77.82,6218.3,44223.26,,
Maharashtra,Akola,District Summary,782.04,48014.32,514164.87,0.0,514164.87,45368.48,3232.73,42135.76,2375.55,0.59,22377.0,24753.19,64.02,2375.6,13414.87,,
Maharashtra,Amravati,District Summary,858.79,48476.0,839239.0,0.0,839239.0,94447.32,6892.04,87555.28,5242.79,0.0,60837.14,66080.02,78.04,5242.75,22934.72,,
Maharashtra,Beed,District Summary,695.78,104227.0,1035205.0,0.0,1035205.0,130677.57,6692.5,123985.06,4942.82,39.65,68169.16,73151.57,59.0,4942.86,50833.5,,
Maharashtra,Bhandara,District Summary,1449.95,106831.0,396497.0,0.0,396497.0,94147.43,6981.45,87165.98,3696.86,171.32,22333.3,26201.5,30.06,3767.18,60894.16,,
Maharashtra,Buldhana,District Summary,756.69,62489.0,820615.0,0.0,820615.0,94076.2,5308.92,88767.28,3365.36,0.0,61013.46,64378.96,73.31,3365.37,26259.93,,
Maharashtra,Ch.Sambhajinagar,District Summary,669.14,152345.0,950174.0,0.0,950174.0,118974.99,5987.68,112987.31,3462.54,0.0,69352.38,72814.94,64.44,3462.48,40172.38,,
Maharashtra,Chandrapur,District Summary,1288.36,84979.0,1047657.0,0.0,1047657.0,116990.7,6338.75,110651.96,17833.18,23.96,14945.32,32802.59,29.65,17833.15,77849.34,,
Maharashtra,Dharashiv,District Summary,768.63,40245.0,671628.0,0.0,671628.0,89589.4,4519.43,85069.97,2315.87,0.79,48444.88,50761.56,59.67,2315.85,34483.34,,
Maharashtra,Dhule,District Summary,643.36,49061.0,642132.0,0.0,642132.0,75633.8,4032.52,71601.28,1756.46,102.74,33892.05,35751.25,49.98,1756.46,35850.02,,
Maharashtra,Gadchiroli,District Summary,1295.2,22679.71,886649.1,0.0,886649.1,107540.45,6133.52,101406.94,4750.98,1.55,21811.75,26564.42,26.2,4751.0,74842.52,,
Maharashtra,Gondiya,District Summary,1495.17,81245.98,459704.75,0.0,459704.75,66404.73,4318.1,62086.64,6029.98,318.71,10181.03,16529.7,26.62,6029.97,45556.94,,
Maharashtra,Hingoli,District Summary,966.51,169191.0,466241.0,0.0,466241.0,103070.34,5186.85,97883.49,2159.14,2.53,36321.88,38483.56,39.32,2159.14,59489.12,,
Maharashtra,Jalgaon,District Summary,687.25,167090.0,1137883.0,0.0,1137883.0,144542.63,7877.65,136664.98,4887.81,314.69,101250.64,106453.12,77.9,4887.79,36815.87,,
Maharashtra,Jalna,District Summary,772.56,54299.44,771800.0,0.0,771800.0,91203.66,4616.27,86587.38,1280.72,118.16,42575.28,43974.2,50.88,5479.52,39612.0,,
Maharashtra,Kolhapur,District Summary,1674.1,18529.67,562176.0,0.0,562176.0,135856.4,8087.14,127769.26,2141.73,0.0,52185.89,54327.62,42.52,2141.73,73441.65,,
Maharashtra,Latur,District Summary,714.26,44924.0,663548.0,0.0,663548.0,72221.55,3881.78,68339.76,2199.63,192.54,32845.94,35238.08,51.6,2199.62,33465.38,,
Maharashtra,Mumbai,District Summary,2205.0,0.0,7004.0,0.0,7004.0,1555.42,77.77,1477.65,619.37,60.77,0.0,680.14,46.03,619.37,797.51,,
Maharashtra,Mumbai Suburban,District Summary,2141.85,0.0,36494.0,0.0,36494.0,7494.76,465.14,7029.62,1787.66,82.27,0.0,1869.91,26.63,1787.67,5159.71,,
Maharashtra,Nagpur,District Summary,1164.94,226924.0,799042.0,0.0,799042.0,125988.52,7301.36,118687.16,10252.49,940.15,44087.11,55279.74,46.77,10252.51,63469.34,,
Maharashtra,Nanded,District Summary,1024.43,124499.6,1017771.0,0.0,1017771.0,125298.82,6310.68,118988.14,3385.9,1.21,34865.24,38252.33,32.15,3385.92,80759.0,,
Maharashtra,Nandurbar,District Summary,939.24,18153.0,415278.0,0.0,415278.0,51934.26,2716.45,49217.81,2991.68,0.0,17562.46,20554.14,41.76,2991.68,28663.66,,
Maharashtra,Nashik,District Summary,981.76,165024.0,1348856.0,0.0,1348856.0,201024.86,11117.28,189907.58,3593.64,1202.37,104646.41,109442.36,57.63,3593.61,86189.74,,
Maharashtra,Palghar,District Summary,2503.65,17880.0,276086.0,0.0,276086.0,22231.86,1396.45,20835.41,1017.23,43.8,3907.86,4968.88,23.84,1017.24,15866.54,,
Maharashtra,Parbhani,District Summary,884.26,253138.0,621400.0,0.0,621400.0,87009.61,4447.0,82562.61,1950.18,0.0,36212.33,38162.49,46.22,1950.17,44400.14,,
Maharashtra,Pune,District Summary,681.78,337817.1,1275728.02,0.0,1275728.02,198823.16,13678.08,185145.09,8454.74,0.0,117212.0,125666.61,63.87,8454.77,72433.31,,
Maharashtra,Raigad,District Summary,3015.54,15294.0,374759.0,0.0,374759.0,37614.89,1923.92,35690.98,2073.52,39.2,4261.77,6354.9,17.82,2073.52,29350.7,,
Maharashtra,Ratnagiri,District Summary,3464.38,6247.0,511307.0,0.0,511307.0,41212.05,2293.94,38918.11,1333.6,0.0,5602.73,6936.34,17.82,1333.63,31981.76,,
Maharashtra,Sangli,District Summary,653.92,353157.36,842758.24,0.0,842758.24,144536.33,9420.89,135115.44,3413.7,0.0,66866.91,70280.62,53.12,3413.66,62311.56,,
Maharashtra,Satara,District Summary,1060.54,74325.75,877507.0,0.0,877507.0,116385.93,7280.02,109105.91,4910.71,0.0,60704.92,65615.66,60.24,4910.73,43823.77,,
Maharashtra,Sindhudurg,District Summary,3463.96,2260.56,279305.5,0.0,279305.5,23408.24,1178.06,22230.17,2246.35,7.16,7533.76,9783.67,44.01,2246.35,12446.5,,
Maharashtra,Solapur,District Summary,663.55,197286.0,1483890.0,0.0,1483890.0,147127.3,7522.52,139604.78,4853.01,2.65,99492.86,104348.54,74.76,4853.01,40004.32,,
Maharashtra,Thane,District Summary,2526.54,10493.0,233447.0,0.0,233447.0,17284.34,956.22,16328.12,739.26,0.0,2390.66,3129.9,19.16,739.26,13198.22,,
Maharashtra,Wardha,District Summary,998.28,204128.0,581216.0,0.0,581216.0,91693.27,4737.97,86955.3,3455.49,118.8,38993.65,42567.91,48.98,3455.53,44719.93,,
Maharashtra,Washim,District Summary,911.16,27347.49,481196.42,0.0,481196.42,63308.22,3283.5,60024.72,2127.2,8.51,32127.23,34262.96,57.08,2127.19,25761.75,,
Maharashtra,Yavatmal,District Summary,1008.84,193775.68,1144066.67,0.0,1144066.67,125496.64,6777.7,118718.94,7654.35,39.67,37357.49,45051.5,37.94,7654.34,73671.02,,
Manipur,Bishnupur,District Summary,1987.59,0.0,49600.0,0.0,49600.0,10798.2,1079.82,9718.38,273.88,6.0,327.0,603.88,6.28,290.49,9097.9,,
Manipur,Chandel,District Summary,0.0,0.0,0.0,331300.0,331300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Manipur,Churachanpur,District Summary,2133.46,0.0,32100.0,424900.0,457000.0,7465.28,746.53,6718.75,183.2,18.0,270.0,462.2,6.96,184.22,6255.54,,
Manipur,Imphal East,District Summary,1717.14,0.0,70900.0,0.0,70900.0,13817.98,1381.8,12436.18,479.58,21.0,573.0,1073.58,8.68,482.14,11360.04,,
Manipur,Imphal West,District Summary,1547.4,0.0,51900.0,0.0,51900.0,8722.29,872.22,7850.08,544.73,18.0,285.0,847.72,10.8,547.67,6999.4,,
Manipur,Senapati,District Summary,0.0,0.0,0.0,327100.0,327100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Manipur,Tamenglong,District Summary,0.0,0.0,0.0,439100.0,439100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Manipur,Thoubal,District Summary,1276.78,0.0,51400.0,0.0,51400.0,7176.14,717.62,6458.52,443.94,0.0,240.0,683.94,10.68,446.33,5772.18,,
Manipur,Ukhrul,District Summary,0.0,0.0,0.0,454400.0,454400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Meghalaya,East Garo Hills,District Summary,2975.0,0.0,50215.0,94085.0,144300.0,8960.02,896.0,8064.02,342.58,0.0,0.0,342.58,4.27,428.2,7635.83,,
Meghalaya,East Jaintia Hills,District Summary,2320.0,0.0,82735.0,121265.0,204000.0,16874.97,1687.5,15187.47,192.68,38.84,0.0,212.1,1.4,252.8,14915.26,,
Meghalaya,East Khasi Hills,District Summary,4032.0,0.0,86732.0,188068.0,274800.0,22255.7,2225.56,20030.13,656.13,18.67,0.0,674.79,3.38,786.98,19224.5,,
Meghalaya,North Garo Hills,District Summary,2803.0,0.0,37031.0,78969.0,116000.0,9038.68,991.44,8047.24,411.56,81.36,1.8,454.04,5.67,505.08,7499.68,,
Meghalaya,Ri Bhoi,District Summary,2030.0,0.0,68878.0,175922.0,244800.0,6531.92,653.18,5878.74,318.38,27.6,0.0,345.98,5.88,418.4,5432.72,,
Meghalaya,South Garo Hills,District Summary,4210.0,0.0,65957.0,122743.0,188700.0,23501.58,2350.17,21151.42,254.08,0.36,0.0,254.26,1.2,314.32,20836.92,,
Meghalaya,South West Garo Hills,District Summary,1634.0,0.0,42520.0,44080.0,86600.0,4963.18,804.1,4159.08,253.29,0.0,511.92,765.22,18.48,273.57,3373.59,,
Meghalaya,South West Khasi Hills,District Summary,3918.0,0.0,48537.0,85563.0,134100.0,14345.48,1434.54,12910.94,136.6,0.0,0.0,136.6,1.06,171.88,12739.06,,
Meghalaya,West Garo Hills,District Summary,2678.0,0.0,127784.0,153316.0,281100.0,21336.25,3021.62,18314.62,997.06,2.56,2297.7,3297.32,17.95,1244.62,15924.86,,
Meghalaya,West Jaintia Hills,District Summary,2320.0,0.0,79186.0,98714.0,177900.0,11210.47,1121.05,10089.42,600.73,3.29,0.0,602.38,5.97,810.23,9277.54,,
